20170826000035	1
20170826000635	1
20170826001235	1
20170826001835	1
20170826002435	1
20170826003035	1
20170826003635	1
20170826004235	1
20170826004835	1
20170826005435	1
20170826010035	1
20170826010635	1
20170826011235	1
20170826011835	1
20170826012435	1
20170826013035	1
20170826013635	1
20170826014235	1
20170826014835	1
20170826015435	1
20170826020035	1
20170826020635	1
20170826021235	1
20170826021835	1
20170826022435	1
20170826023035	1
20170826023635	1
20170826024235	1
20170826024835	1
20170826025435	1
20170826030035	1
20170826030635	1
20170826031235	1
20170826031835	1
20170826032435	1
20170826033035	1
20170826033635	1
20170826034235	1
20170826034835	1
20170826035435	1
20170826040035	1
20170826040635	1
20170826041235	1
20170826041835	1
20170826042435	1
20170826043035	1
20170826043635	1
20170826044235	1
20170826044835	1
20170826045435	1
20170826050035	1
20170826050635	1
20170826051235	1
20170826051835	1
20170826052435	1
20170826053035	1
20170826053635	1
20170826054235	1
20170826054835	1
20170826055435	1
20170826060035	1
20170826060635	1
20170826061235	1
20170826061835	1
20170826062435	1
20170826063035	1
20170826063635	1
20170826064235	1
20170826064835	1
20170826065435	1
20170826070035	1
20170826070635	1
20170826071235	1
20170826071835	1
20170826072435	1
20170826073035	1
20170826073635	1
20170826074235	1
20170826074835	1
20170826075435	1
20170826080035	1
20170826080635	1
20170826081235	1
20170826081835	1
20170826082435	1
20170826083035	1
20170826083635	1
20170826084235	1
20170826084835	1
20170826085435	1
20170826090035	1
20170826090635	1
20170826091235	1
20170826091835	1
20170826092435	1
20170826093035	1
20170826093635	1
20170826094235	1
20170826094835	1
20170826095435	1
20170826100035	1
20170826100635	1
20170826101235	1
20170826101835	1
20170826102435	1
20170826103035	1
20170826103635	1
20170826104235	1
20170826104835	1
20170826105435	1
20170826110035	1
20170826110635	1
20170826111235	1
20170826111835	1
20170826112435	1
20170826113035	1
20170826113635	1
20170826114235	1
20170826114835	1
20170826115435	1
20170826120035	1
20170826120635	1
20170826121235	1
20170826121835	1
20170826122435	1
20170826123035	1
20170826123635	1
20170826124235	1
20170826124835	1
20170826125435	1
20170826130035	1
20170826130635	1
20170826131235	1
20170826131835	1
20170826132435	1
20170826133035	1
20170826133635	1
20170826134235	1
20170826134835	1
20170826135435	1
20170826140035	1
20170826140635	1
20170826141235	1
20170826141835	1
20170826142435	1
20170826143035	1
20170826143635	1
20170826144235	1
20170826144835	1
20170826145435	1
20170826150035	1
20170826150635	1
20170826151235	1
20170826151835	1
20170826152435	1
20170826153035	1
20170826153635	1
20170826154235	1
20170826154835	1
20170826155435	1
20170826160035	1
20170826160635	1
20170826161235	1
20170826161835	1
20170826162435	1
20170826163035	1
20170826163635	1
20170826164235	1
20170826164835	1
20170826165435	1
20170826170035	1
20170826170635	1
20170826171235	1
20170826171835	1
20170826172435	1
20170826173035	1
20170826173635	1
20170826174235	1
20170826174835	1
20170826175435	1
20170826180035	1
20170826180635	1
20170826181235	1
20170826181835	1
20170826182435	1
20170826183035	1
20170826183635	1
20170826184235	1
20170826184835	1
20170826185435	1
20170826190035	1
20170826190635	1
20170826191235	1
20170826191835	1
20170826192435	1
20170826193035	1
20170826193635	1
20170826194235	1
20170826194835	1
20170826195435	1
20170826200035	1
20170826200635	1
20170826201235	1
20170826201835	1
20170826202435	1
20170826203035	1
20170826203635	1
20170826204235	1
20170826204835	1
20170826205435	1
20170826210035	1
20170826210635	1
20170826211235	1
20170826211835	1
20170826212435	1
20170826213035	1
20170826213635	1
20170826214235	1
20170826214835	1
20170826215435	1
20170826220035	1
20170826220635	1
20170826221235	1
20170826221835	1
20170826222435	1
20170826223035	1
20170826223635	0
20170826224235	0
20170826224835	0
20170826225435	0
20170826230035	0
20170826230635	0
20170826231235	0
20170826231835	0
20170826232435	0
20170826233035	0
20170826233635	0
20170826234235	0
20170826234835	0
20170826235435	0
